Date,Time_of_Purchase,Branch,City,Region,Product_Line,Customer_Type,Sales_Channel,Quantity,Unit_Price,Discount,Revenue,Profit,Payment_Method,Customer_Rating
2023-10-03,13:17:16,B,Chicago,Midwest,Sports,Normal,Online,5,334.49,0.08,1538.654,315.31,Debit Card,9.8
2023-07-04,13:51:49,C,San Francisco,West,Home & Kitchen,Member,In-store,5,53.01,0.19,214.69050000000001,40.13,Gift Card,4.9
2024-04-22,20:23:30,A,New York,East,Home & Kitchen,Normal,In-store,5,206.9,0.07,962.0849999999999,129.66,Gift Card,5.5
2024-10-18,16:41:38,B,Chicago,Midwest,Clothing,Member,Online,4,536.84,0.25,1610.52,153.0,Cash,5.2
2023-10-03,13:48:11,A,New York,East,Home & Kitchen,Normal,In-store,5,206.69,0.15,878.4325,105.23,Cash,5.8
2025-11-27,18:26:47,A,New York,East,Health & Beauty,Member,Online,4,507.16,0.17,1683.7712,434.26,Cash,7.9
2025-08-29,10:46:54,C,San Francisco,West,Health & Beauty,Normal,In-store,3,292.08,0.01,867.4776,99.14,Gift Card,7.4
2024-07-11,12:21:16,A,New York,East,Health & Beauty,Normal,In-store,3,16.01,0.15,40.8255,11.29,Gift Card,5.2
2025-02-09,12:55:22,C,San Francisco,West,Health & Beauty,Member,In-store,9,266.0,0.08,2202.48,526.29,Gift Card,8.9
2025-02-08,20:08:57,C,San Francisco,West,Electronics,Member,Online,2,471.34,0.04,904.9727999999999,83.62,Credit Card,9.9
2024-02-22,20:25:12,C,San Francisco,West,Electronics,Member,Online,9,78.8,0.08,652.4639999999999,127.52,UPI,6.9
2024-11-21,10:55:55,A,New York,East,Sports,Normal,Online,3,497.17,0.06,1402.0194,160.85,UPI,8.7
2023-04-18,19:41:59,C,San Francisco,West,Sports,Member,Online,4,178.56,0.15,607.104,91.06,Gift Card,6.3
2025-03-14,13:45:08,C,San Francisco,West,Home & Kitchen,Normal,Online,4,328.96,0.06,1236.8895999999997,208.95,Credit Card,6.1
2025-10-11,17:00:53,B,Chicago,Midwest,Home & Kitchen,Normal,In-store,4,90.28,0.1,325.00800000000004,83.85,UPI,4.7
2025-04-26,16:57:17,A,New York,East,Electronics,Member,Online,4,318.74,0.2,1019.9680000000001,260.28,UPI,4.2
2023-06-14,16:25:00,B,Chicago,Midwest,Clothing,Member,Online,8,215.2,0.11,1532.224,380.07,Credit Card,9.0
2025-10-20,14:09:36,B,Chicago,Midwest,Electronics,Member,Online,8,53.62,0.16,360.3264,50.69,Credit Card,9.7
2025-09-05,18:00:02,C,San Francisco,West,Clothing,Member,Online,9,472.93,0.06,4000.9878,836.23,UPI,4.5
2024-09-30,19:24:25,A,New York,East,Electronics,Member,Online,3,595.1,0.21,1410.3870000000002,391.38,Credit Card,9.5
2025-12-08,09:57:22,C,San Francisco,West,Sports,Normal,Online,7,173.45,0.11,1080.5935,114.31,UPI,8.7
2025-02-04,16:48:53,A,New York,East,Health & Beauty,Member,In-store,6,12.48,0.03,72.63359999999999,16.94,Debit Card,6.3
2024-09-01,15:59:17,C,San Francisco,West,Sports,Normal,In-store,7,302.5,0.13,1842.225,199.17,Gift Card,5.2
2023-09-16,15:57:47,C,San Francisco,West,Clothing,Normal,In-store,4,110.63,0.22,345.1656,94.28,UPI,7.5
2024-04-25,16:03:27,B,Chicago,Midwest,Health & Beauty,Member,Online,5,442.16,0.16,1857.0720000000001,347.68,Gift Card,8.8
2025-06-14,19:40:58,C,San Francisco,West,Home & Kitchen,Normal,In-store,8,485.32,0.22,3028.3968,695.71,Cash,8.2
2023-06-21,11:27:55,B,Chicago,Midwest,Electronics,Member,In-store,8,43.99,0.07,327.2856,70.75,Credit Card,9.7
2025-02-21,13:19:33,A,New York,East,Health & Beauty,Member,Online,9,66.67,0.11,534.0267,93.29,Credit Card,7.4
2024-05-11,20:42:24,C,San Francisco,West,Home & Kitchen,Member,In-store,8,20.88,0.09,152.00639999999999,31.73,UPI,9.9
2025-06-25,18:58:14,B,Chicago,Midwest,Health & Beauty,Member,Online,2,65.19,0.13,113.4306,12.87,Cash,7.1
2023-07-23,09:27:56,A,New York,East,Clothing,Normal,In-store,6,89.78,0.12,474.0384000000001,111.59,Cash,5.3
2023-01-31,21:07:39,C,San Francisco,West,Health & Beauty,Normal,In-store,4,341.97,0.1,1231.092,318.14,Credit Card,5.8
2024-11-22,11:20:06,A,New York,East,Home & Kitchen,Normal,Online,2,535.67,0.13,932.0658,95.64,Credit Card,9.6
2025-03-29,09:27:16,B,Chicago,Midwest,Home & Kitchen,Normal,Online,1,596.64,0.01,590.6736,49.73,Debit Card,5.9
2025-01-21,21:06:54,B,Chicago,Midwest,Home & Kitchen,Member,Online,3,225.29,0.08,621.8004000000001,153.3,Cash,9.8
2024-01-13,11:42:27,C,San Francisco,West,Sports,Normal,In-store,7,539.23,0.14,3246.1646,334.98,Cash,8.3
2025-10-02,12:14:41,B,Chicago,Midwest,Health & Beauty,Member,In-store,3,282.01,0.0,846.03,165.02,UPI,8.2
2025-09-23,11:49:51,B,Chicago,Midwest,Health & Beauty,Member,Online,4,60.17,0.13,209.3916,45.9,Gift Card,6.4
2025-04-18,15:40:10,C,San Francisco,West,Electronics,Member,Online,7,357.31,0.0,2501.17,468.76,Debit Card,8.4
2024-02-21,16:25:26,B,Chicago,Midwest,Health & Beauty,Normal,In-store,4,39.49,0.01,156.3804,34.86,Credit Card,5.1
2024-07-23,20:42:15,B,Chicago,Midwest,Electronics,Normal,In-store,9,229.63,0.05,1963.3365,241.51,Debit Card,8.3
2023-07-28,17:56:41,A,New York,East,Home & Kitchen,Member,Online,4,578.99,0.19,1875.9276000000002,162.47,Credit Card,7.2
2024-11-30,10:50:53,B,Chicago,Midwest,Health & Beauty,Member,Online,6,397.97,0.06,2244.5508,276.95,Gift Card,7.8
2024-10-14,21:04:22,C,San Francisco,West,Clothing,Member,In-store,5,278.13,0.21,1098.6135000000002,190.05,Credit Card,9.2
2024-08-01,19:49:49,C,San Francisco,West,Home & Kitchen,Member,In-store,7,28.92,0.04,194.3424,27.44,Debit Card,7.7
2025-04-10,20:58:33,C,San Francisco,West,Sports,Member,Online,8,560.3,0.18,3675.5679999999998,785.05,Credit Card,6.0
2025-05-21,19:24:52,B,Chicago,Midwest,Electronics,Member,In-store,1,359.4,0.06,337.83599999999996,60.57,Credit Card,8.5
2024-10-25,21:41:08,C,San Francisco,West,Electronics,Member,Online,7,526.42,0.04,3537.5423999999994,786.47,Credit Card,9.6
2023-07-06,17:58:49,A,New York,East,Clothing,Member,In-store,6,550.11,0.1,2970.594,262.55,UPI,5.2
2024-12-21,21:37:12,B,Chicago,Midwest,Sports,Member,In-store,5,303.34,0.11,1349.8629999999998,198.58,Debit Card,7.5
2025-07-06,18:11:07,C,San Francisco,West,Health & Beauty,Normal,In-store,1,399.34,0.11,355.4126,50.33,UPI,5.0
2025-07-02,21:08:04,C,San Francisco,West,Clothing,Member,Online,6,242.55,0.14,1251.5580000000002,189.24,Credit Card,9.7
2024-03-31,17:44:37,A,New York,East,Health & Beauty,Member,In-store,9,354.93,0.11,2842.9892999999997,406.13,UPI,7.2
2024-12-25,14:27:51,A,New York,East,Sports,Member,In-store,7,490.31,0.1,3088.953,255.12,Gift Card,7.3
2025-01-29,18:15:58,A,New York,East,Home & Kitchen,Member,In-store,3,470.35,0.2,1128.8400000000001,168.25,Credit Card,5.0
2024-01-07,09:40:59,C,San Francisco,West,Sports,Normal,Online,7,166.23,0.05,1105.4295,263.66,Credit Card,5.1
2023-12-19,09:00:11,A,New York,East,Clothing,Normal,Online,8,443.13,0.12,3119.6352,558.74,UPI,6.0
2024-11-18,16:32:59,B,Chicago,Midwest,Electronics,Normal,In-store,4,46.06,0.0,184.24,20.84,Gift Card,8.4
2025-10-14,20:50:06,C,San Francisco,West,Clothing,Normal,Online,2,82.47,0.16,138.5496,20.29,Debit Card,9.9
2024-05-28,20:24:00,A,New York,East,Home & Kitchen,Normal,In-store,9,580.67,0.11,4651.1667,1145.44,Debit Card,7.8
2024-10-31,16:55:53,A,New York,East,Sports,Normal,Online,6,173.91,0.21,824.3334000000001,103.9,Credit Card,8.1
2024-02-10,14:12:44,A,New York,East,Sports,Normal,Online,4,514.23,0.14,1768.9512,304.46,Cash,6.0
2023-01-22,20:52:01,C,San Francisco,West,Health & Beauty,Member,Online,3,531.65,0.07,1483.3034999999998,293.15,UPI,4.9
2025-09-06,17:41:37,C,San Francisco,West,Sports,Member,In-store,4,180.8,0.07,672.576,76.43,Debit Card,4.4
2025-12-29,10:38:16,A,New York,East,Clothing,Normal,Online,8,187.25,0.06,1408.12,390.53,Debit Card,9.1
2025-05-13,12:44:49,C,San Francisco,West,Clothing,Normal,Online,6,531.26,0.23,2454.4212,395.52,Cash,6.6
2025-08-14,11:08:18,B,Chicago,Midwest,Health & Beauty,Member,Online,8,75.23,0.07,559.7112,95.5,Gift Card,9.0
2024-05-27,15:37:07,A,New York,East,Clothing,Member,In-store,6,44.73,0.11,238.8582,26.2,Gift Card,4.1
2023-02-03,20:33:44,B,Chicago,Midwest,Home & Kitchen,Normal,Online,8,454.97,0.08,3348.5792,621.42,Credit Card,9.8
2023-03-04,19:28:54,A,New York,East,Home & Kitchen,Normal,Online,8,503.47,0.23,3101.3752000000004,343.83,Credit Card,7.7
2025-02-08,19:31:47,A,New York,East,Home & Kitchen,Normal,In-store,9,506.52,0.0,4558.68,802.01,UPI,9.5
2025-02-20,13:09:11,A,New York,East,Sports,Member,Online,5,540.99,0.23,2082.8115,455.89,UPI,4.3
2023-01-19,18:29:08,B,Chicago,Midwest,Health & Beauty,Member,Online,4,418.18,0.07,1555.6296,352.58,Gift Card,9.4
2025-10-02,09:07:23,A,New York,East,Home & Kitchen,Normal,Online,5,247.46,0.04,1187.808,102.2,Credit Card,7.4
2025-06-21,13:50:52,B,Chicago,Midwest,Electronics,Normal,Online,2,223.53,0.22,348.7068,76.33,Debit Card,9.7
2023-12-12,13:07:55,B,Chicago,Midwest,Electronics,Member,Online,2,10.01,0.21,15.815800000000001,2.62,Gift Card,9.1
2023-04-22,18:44:49,B,Chicago,Midwest,Health & Beauty,Normal,In-store,6,438.89,0.08,2422.6728000000003,567.16,Debit Card,8.8
2025-11-29,13:52:48,B,Chicago,Midwest,Home & Kitchen,Member,In-store,8,446.54,0.02,3500.8736,914.75,UPI,4.7
2024-02-05,18:42:22,B,Chicago,Midwest,Electronics,Normal,In-store,4,162.25,0.09,590.59,120.85,UPI,5.8
2025-06-29,20:45:25,B,Chicago,Midwest,Clothing,Normal,Online,8,55.99,0.02,438.96160000000003,39.76,Cash,7.9
2024-12-04,14:47:31,C,San Francisco,West,Clothing,Normal,Online,2,294.25,0.1,529.65,117.46,Debit Card,7.2
2025-12-21,17:31:32,C,San Francisco,West,Clothing,Normal,In-store,4,457.83,0.12,1611.5616,446.29,Debit Card,9.8
2025-07-24,19:32:36,C,San Francisco,West,Electronics,Normal,Online,2,440.36,0.1,792.648,160.2,Credit Card,8.7
2024-06-04,20:56:21,A,New York,East,Sports,Member,Online,9,483.29,0.0,4349.610000000001,849.79,Credit Card,6.8
2023-05-29,19:42:44,B,Chicago,Midwest,Health & Beauty,Normal,Online,3,484.63,0.03,1410.2732999999998,373.54,Gift Card,7.1
2024-05-27,21:02:32,A,New York,East,Home & Kitchen,Normal,In-store,3,19.03,0.21,45.1011,12.22,Gift Card,8.1
2023-12-16,20:48:41,B,Chicago,Midwest,Electronics,Member,In-store,6,247.22,0.07,1379.4876,342.51,Debit Card,5.7
2023-03-19,09:19:40,A,New York,East,Electronics,Member,In-store,1,38.55,0.11,34.3095,3.49,Gift Card,9.2
2023-08-02,21:13:39,A,New York,East,Sports,Normal,In-store,6,380.0,0.21,1801.2,162.44,Cash,9.5
2023-09-30,13:16:21,A,New York,East,Sports,Normal,Online,3,342.96,0.16,864.2591999999999,94.36,Credit Card,6.8
2024-09-23,14:15:38,C,San Francisco,West,Home & Kitchen,Normal,In-store,5,544.84,0.04,2615.232,588.57,UPI,5.2
2024-10-05,09:58:51,A,New York,East,Sports,Normal,In-store,9,405.88,0.11,3251.0988,488.0,UPI,6.1
2024-01-10,09:20:05,A,New York,East,Sports,Member,Online,1,116.68,0.0,116.68,13.86,Credit Card,4.4
2023-08-26,19:30:41,A,New York,East,Home & Kitchen,Member,Online,4,21.55,0.05,81.89,15.48,Credit Card,4.2
2023-03-15,17:31:38,C,San Francisco,West,Sports,Member,Online,8,337.9,0.21,2135.528,442.7,Credit Card,6.8
2024-06-04,21:47:39,C,San Francisco,West,Home & Kitchen,Member,In-store,2,400.5,0.02,784.98,186.22,Gift Card,5.5
2024-12-23,16:15:02,A,New York,East,Electronics,Normal,Online,3,102.78,0.23,237.42180000000002,19.28,Debit Card,5.3
2025-09-20,12:03:27,B,Chicago,Midwest,Health & Beauty,Normal,In-store,8,563.8,0.2,3608.3199999999997,600.43,UPI,5.4
2024-05-11,12:45:12,C,San Francisco,West,Home & Kitchen,Member,Online,5,385.84,0.17,1601.2359999999999,209.08,Gift Card,5.8
2024-12-16,12:59:19,B,Chicago,Midwest,Sports,Normal,Online,6,140.77,0.22,658.8036000000001,105.35,Credit Card,8.1
2023-08-08,21:55:05,A,New York,East,Electronics,Normal,In-store,1,558.69,0.23,430.19130000000007,104.98,Debit Card,5.4
2025-05-30,20:17:46,A,New York,East,Health & Beauty,Member,Online,4,33.92,0.0,135.68,12.98,Gift Card,8.1
2024-07-26,17:29:58,C,San Francisco,West,Clothing,Normal,Online,1,104.96,0.04,100.76159999999999,10.29,UPI,5.7
2024-06-01,16:03:49,B,Chicago,Midwest,Electronics,Normal,Online,6,480.65,0.24,2191.7639999999997,349.63,Gift Card,8.9
2023-04-22,14:30:07,B,Chicago,Midwest,Health & Beauty,Normal,In-store,1,309.87,0.1,278.88300000000004,69.11,Gift Card,5.5
2024-05-22,13:09:32,A,New York,East,Electronics,Member,In-store,3,357.28,0.19,868.1904,87.0,Gift Card,9.9
2024-06-19,14:05:11,C,San Francisco,West,Home & Kitchen,Member,Online,9,21.13,0.14,163.5462,32.62,Credit Card,4.1
2024-08-10,18:05:57,B,Chicago,Midwest,Clothing,Normal,In-store,6,178.29,0.2,855.792,192.85,Debit Card,6.3
2024-02-20,18:01:21,B,Chicago,Midwest,Clothing,Member,In-store,3,210.16,0.23,485.4696,61.85,Debit Card,7.7
2024-10-08,18:30:50,B,Chicago,Midwest,Health & Beauty,Normal,Online,9,315.63,0.21,2244.1293,445.47,UPI,7.2
2025-11-26,17:27:24,C,San Francisco,West,Health & Beauty,Normal,In-store,1,560.48,0.16,470.8032,113.67,Cash,4.9
2025-01-20,18:53:21,C,San Francisco,West,Clothing,Normal,Online,1,239.65,0.07,222.87449999999998,22.91,Gift Card,5.3
2024-11-11,12:19:33,B,Chicago,Midwest,Health & Beauty,Member,Online,1,423.06,0.22,329.9868,46.09,Credit Card,7.7
2024-07-02,20:10:50,C,San Francisco,West,Sports,Normal,Online,7,221.89,0.05,1475.5684999999999,188.21,Cash,6.5
2024-10-08,11:12:31,C,San Francisco,West,Clothing,Member,Online,5,540.55,0.0,2702.75,518.24,Debit Card,5.2
2025-03-20,17:50:26,B,Chicago,Midwest,Electronics,Member,In-store,1,486.46,0.01,481.5954,84.99,UPI,7.2
2023-03-31,20:13:51,C,San Francisco,West,Health & Beauty,Normal,Online,5,588.74,0.01,2914.263,585.31,Credit Card,4.7
2023-08-09,14:56:34,B,Chicago,Midwest,Sports,Normal,In-store,8,396.79,0.12,2793.4016,538.84,UPI,9.6
2024-10-12,13:59:40,A,New York,East,Clothing,Normal,Online,6,54.09,0.16,272.6136,33.95,Credit Card,7.3
2023-01-02,20:48:18,A,New York,East,Home & Kitchen,Normal,Online,6,62.02,0.06,349.7928,95.33,UPI,6.8
2024-08-30,16:34:39,B,Chicago,Midwest,Electronics,Normal,In-store,3,535.3,0.07,1493.4869999999999,134.07,Gift Card,7.7
2023-02-23,12:37:22,C,San Francisco,West,Health & Beauty,Member,In-store,2,403.47,0.09,734.3154000000001,181.01,Debit Card,5.9
2025-12-05,15:52:13,A,New York,East,Sports,Normal,In-store,8,585.38,0.14,4027.4144,760.18,Cash,5.4
2024-06-06,19:17:23,A,New York,East,Sports,Normal,Online,2,286.5,0.24,435.48,50.12,UPI,8.7
2024-02-01,12:18:17,A,New York,East,Health & Beauty,Member,In-store,5,157.38,0.17,653.127,61.35,Credit Card,5.0
2025-11-03,16:00:55,A,New York,East,Sports,Member,In-store,9,584.83,0.07,4895.0271,422.13,Credit Card,9.9
2023-02-09,17:11:05,B,Chicago,Midwest,Home & Kitchen,Normal,Online,5,104.66,0.07,486.6689999999999,128.14,UPI,5.7
2025-03-06,09:55:33,A,New York,East,Electronics,Member,Online,4,274.76,0.07,1022.1071999999999,249.79,Gift Card,10.0
2024-04-30,14:12:14,B,Chicago,Midwest,Clothing,Normal,In-store,6,588.85,0.01,3497.7690000000002,299.37,Cash,4.0
2024-11-03,14:34:40,A,New York,East,Home & Kitchen,Member,In-store,6,183.91,0.12,971.0448,251.12,UPI,6.2
2024-06-08,16:09:22,B,Chicago,Midwest,Sports,Member,Online,2,393.48,0.13,684.6552,143.62,Debit Card,5.2
2023-07-31,20:03:45,B,Chicago,Midwest,Clothing,Member,In-store,2,484.01,0.2,774.416,110.34,UPI,8.5
2024-05-22,15:51:34,B,Chicago,Midwest,Clothing,Member,In-store,7,160.32,0.22,875.3472,230.26,UPI,5.2
2024-07-09,15:59:13,C,San Francisco,West,Home & Kitchen,Member,In-store,4,134.12,0.07,498.9264,63.17,UPI,5.6
2024-03-18,10:10:00,B,Chicago,Midwest,Home & Kitchen,Member,In-store,3,144.47,0.02,424.74179999999996,76.43,Credit Card,7.8
2023-05-04,10:54:46,C,San Francisco,West,Clothing,Member,In-store,1,70.39,0.06,66.1666,14.9,Credit Card,6.1
2025-11-07,09:12:28,A,New York,East,Clothing,Member,Online,3,432.68,0.12,1142.2752,148.88,Credit Card,7.7
2024-04-05,14:59:56,C,San Francisco,West,Clothing,Normal,Online,6,497.78,0.07,2777.6123999999995,475.98,Debit Card,4.3
2025-12-28,09:54:18,B,Chicago,Midwest,Sports,Normal,Online,8,597.54,0.08,4397.8944,1178.88,Credit Card,7.0
2023-11-17,19:50:56,A,New York,East,Electronics,Normal,Online,2,549.89,0.15,934.813,243.93,Debit Card,9.3
2023-10-20,21:17:19,C,San Francisco,West,Sports,Member,In-store,9,15.53,0.13,121.59989999999998,14.68,Cash,8.1
2024-09-20,10:27:00,B,Chicago,Midwest,Electronics,Member,Online,1,514.72,0.14,442.6592,51.02,Debit Card,7.9
2025-11-27,10:10:30,C,San Francisco,West,Clothing,Normal,Online,7,13.84,0.03,93.97359999999999,18.0,UPI,8.9
2023-03-28,15:40:43,C,San Francisco,West,Home & Kitchen,Normal,Online,3,120.69,0.07,336.7251,36.5,Debit Card,7.0
2023-09-22,12:50:25,C,San Francisco,West,Health & Beauty,Normal,Online,7,305.95,0.08,1970.3180000000002,250.27,Debit Card,7.2
2025-12-07,16:41:04,A,New York,East,Health & Beauty,Normal,Online,9,330.64,0.09,2707.9415999999997,735.56,Gift Card,8.3
2024-02-05,15:28:20,A,New York,East,Clothing,Normal,Online,6,81.9,0.19,398.03400000000005,79.83,Gift Card,6.5
2024-04-17,14:15:39,C,San Francisco,West,Home & Kitchen,Normal,In-store,4,102.2,0.15,347.48,80.33,Debit Card,6.5
2025-03-05,19:30:30,C,San Francisco,West,Sports,Normal,In-store,5,270.12,0.1,1215.54,273.52,Cash,8.4
2023-06-23,15:13:36,B,Chicago,Midwest,Sports,Member,Online,1,258.88,0.12,227.8144,30.22,Credit Card,6.3
2025-06-23,09:56:04,B,Chicago,Midwest,Health & Beauty,Member,In-store,7,47.51,0.12,292.6616,67.42,Debit Card,4.7
2025-05-07,16:33:54,B,Chicago,Midwest,Sports,Member,In-store,1,349.9,0.07,325.407,51.37,Credit Card,9.3
2023-03-21,20:11:45,A,New York,East,Home & Kitchen,Member,Online,9,110.16,0.16,832.8095999999999,155.63,UPI,8.4
2024-01-08,21:28:54,B,Chicago,Midwest,Clothing,Normal,In-store,1,343.97,0.13,299.25390000000004,43.7,Gift Card,9.9
2023-10-08,12:36:03,B,Chicago,Midwest,Health & Beauty,Normal,In-store,6,320.72,0.11,1712.6448000000003,351.13,UPI,6.2
2024-10-31,19:20:01,A,New York,East,Sports,Normal,Online,8,436.11,0.16,2930.6592,393.64,Cash,7.2
2024-11-12,19:00:49,B,Chicago,Midwest,Electronics,Normal,Online,7,269.3,0.01,1866.249,243.48,Debit Card,8.6
2023-06-05,10:10:13,A,New York,East,Home & Kitchen,Member,Online,6,332.98,0.22,1558.3464000000001,217.21,Gift Card,7.3
2023-03-25,10:34:21,C,San Francisco,West,Electronics,Member,In-store,4,222.36,0.2,711.5520000000001,58.06,Gift Card,5.8
2025-05-14,18:14:23,A,New York,East,Health & Beauty,Member,Online,5,305.23,0.06,1434.581,367.07,Gift Card,7.5
2023-09-14,10:36:05,A,New York,East,Health & Beauty,Normal,Online,3,11.15,0.06,31.443,6.25,Credit Card,8.6
2024-05-04,21:18:21,A,New York,East,Home & Kitchen,Normal,Online,4,247.92,0.06,932.1791999999999,133.57,Cash,6.3
2025-06-26,20:36:57,A,New York,East,Home & Kitchen,Normal,Online,4,19.75,0.01,78.21,19.68,Debit Card,4.8
2024-03-08,11:08:06,B,Chicago,Midwest,Clothing,Member,Online,1,313.68,0.16,263.4912,38.18,Debit Card,9.0
2025-09-29,12:12:43,C,San Francisco,West,Health & Beauty,Member,In-store,7,17.69,0.13,107.73210000000002,13.04,Credit Card,8.8
2023-12-18,15:55:34,C,San Francisco,West,Sports,Normal,In-store,7,96.98,0.2,543.0880000000001,102.04,Cash,7.6
2023-05-22,13:40:23,A,New York,East,Health & Beauty,Normal,Online,8,493.96,0.21,3121.8272,486.04,Cash,5.1
2025-04-30,11:26:43,A,New York,East,Clothing,Normal,In-store,1,512.53,0.01,507.4047,66.54,Gift Card,7.7
2025-02-23,09:29:26,B,Chicago,Midwest,Electronics,Normal,In-store,6,284.72,0.06,1605.8208,190.49,Debit Card,5.2
2024-05-14,18:47:00,C,San Francisco,West,Clothing,Normal,Online,4,231.63,0.06,870.9287999999999,178.69,Gift Card,6.4
2025-07-08,14:31:46,C,San Francisco,West,Sports,Member,Online,3,599.27,0.2,1438.248,199.39,Cash,8.3
2025-02-10,13:25:23,C,San Francisco,West,Sports,Normal,In-store,4,155.88,0.23,480.11039999999997,95.44,Gift Card,5.0
2023-01-02,19:43:54,B,Chicago,Midwest,Electronics,Normal,In-store,9,159.49,0.19,1162.6821000000002,233.95,Cash,6.4
2024-04-13,11:40:22,A,New York,East,Clothing,Member,In-store,6,147.18,0.05,838.926,69.14,Cash,5.0
2024-02-07,16:35:31,B,Chicago,Midwest,Clothing,Normal,In-store,8,286.93,0.08,2111.8048000000003,421.8,UPI,5.1
2024-09-23,15:44:10,B,Chicago,Midwest,Sports,Member,Online,3,486.35,0.23,1123.4685000000002,233.79,Credit Card,7.4
2025-11-01,13:46:23,C,San Francisco,West,Clothing,Normal,In-store,5,501.37,0.03,2431.6445,349.27,Gift Card,8.2
2024-06-14,20:17:38,C,San Francisco,West,Sports,Member,Online,8,47.12,0.12,331.72479999999996,30.8,UPI,8.5
2024-12-30,20:45:06,B,Chicago,Midwest,Health & Beauty,Member,Online,6,95.31,0.0,571.86,90.38,Credit Card,4.4
2024-07-27,17:26:46,C,San Francisco,West,Clothing,Normal,In-store,5,306.37,0.09,1393.9835,180.19,UPI,7.3
2024-07-23,18:03:13,B,Chicago,Midwest,Sports,Member,In-store,3,414.96,0.24,946.1088,173.56,Debit Card,5.8
2024-03-16,11:27:42,B,Chicago,Midwest,Health & Beauty,Normal,Online,6,290.33,0.12,1532.9424000000001,391.25,Debit Card,5.6
2023-03-31,15:02:00,B,Chicago,Midwest,Health & Beauty,Normal,Online,7,204.85,0.01,1419.6105,161.27,UPI,4.2
2025-05-10,14:38:45,B,Chicago,Midwest,Health & Beauty,Member,Online,6,591.48,0.23,2732.6376,229.38,Cash,7.1
2023-09-14,15:20:03,B,Chicago,Midwest,Clothing,Normal,In-store,9,505.36,0.18,3729.5568000000003,570.66,Credit Card,9.5
2025-10-05,17:12:03,B,Chicago,Midwest,Home & Kitchen,Normal,Online,5,420.09,0.05,1995.4274999999998,464.3,Gift Card,8.7
2025-07-29,19:27:08,C,San Francisco,West,Electronics,Normal,In-store,5,111.98,0.15,475.91499999999996,114.2,Gift Card,4.7
2025-06-26,21:18:48,C,San Francisco,West,Electronics,Normal,In-store,7,576.39,0.0,4034.73,740.27,UPI,7.6
2023-04-18,11:55:45,B,Chicago,Midwest,Sports,Member,Online,1,435.88,0.02,427.1624,58.37,Gift Card,5.3
2024-12-20,13:41:30,C,San Francisco,West,Sports,Member,Online,4,482.77,0.23,1486.9316,271.33,Debit Card,7.0
2023-09-11,21:39:33,A,New York,East,Electronics,Member,In-store,3,522.05,0.03,1519.1654999999998,139.98,Debit Card,9.8
2025-07-26,15:22:20,B,Chicago,Midwest,Home & Kitchen,Normal,Online,6,266.65,0.08,1471.908,382.95,Debit Card,8.3
2023-04-23,14:05:06,B,Chicago,Midwest,Home & Kitchen,Member,In-store,2,387.82,0.21,612.7556000000001,56.47,Cash,4.4
2025-03-26,09:44:18,A,New York,East,Sports,Member,In-store,1,534.65,0.24,406.334,35.2,Cash,5.7
2025-09-28,21:26:55,B,Chicago,Midwest,Electronics,Member,In-store,5,397.58,0.16,1669.8359999999998,195.32,UPI,7.5
2023-07-02,09:07:31,B,Chicago,Midwest,Clothing,Member,Online,8,57.48,0.11,409.25759999999997,85.27,Gift Card,6.9
2025-01-03,12:39:13,C,San Francisco,West,Electronics,Member,In-store,1,499.86,0.13,434.8782,104.61,Credit Card,8.2
2024-08-22,12:24:50,A,New York,East,Sports,Member,Online,9,453.69,0.13,3552.3927,730.25,Credit Card,7.7
2023-08-15,12:10:45,B,Chicago,Midwest,Sports,Normal,In-store,6,350.02,0.1,1890.108,413.09,Cash,9.2
2025-11-09,20:03:17,C,San Francisco,West,Sports,Member,Online,4,402.41,0.12,1416.4832000000001,166.54,Gift Card,8.8
2024-09-08,09:23:20,C,San Francisco,West,Home & Kitchen,Member,In-store,7,367.82,0.12,2265.7711999999997,455.89,UPI,5.3
2024-05-31,10:30:20,B,Chicago,Midwest,Electronics,Normal,In-store,8,113.05,0.13,786.828,123.22,Credit Card,4.9
2025-06-30,12:26:46,C,San Francisco,West,Clothing,Member,Online,7,160.16,0.24,852.0511999999999,198.39,Credit Card,10.0
2025-10-31,14:22:53,C,San Francisco,West,Sports,Member,In-store,4,551.44,0.11,1963.1264000000003,453.23,UPI,8.4
2024-11-14,10:27:18,C,San Francisco,West,Clothing,Member,Online,4,359.3,0.12,1264.736,205.92,Debit Card,8.9
2024-07-15,21:39:13,A,New York,East,Clothing,Member,In-store,6,33.36,0.01,198.1584,42.7,Cash,4.8
2023-12-13,13:38:02,A,New York,East,Health & Beauty,Member,In-store,3,568.29,0.05,1619.6264999999999,413.22,UPI,9.1
2024-05-25,18:08:52,C,San Francisco,West,Home & Kitchen,Normal,In-store,9,240.67,0.05,2057.7284999999997,214.77,UPI,9.1
2025-08-21,10:37:32,B,Chicago,Midwest,Home & Kitchen,Member,Online,1,172.29,0.24,130.94039999999998,14.45,Debit Card,6.2
2023-09-18,14:33:30,A,New York,East,Sports,Normal,Online,1,508.73,0.18,417.15860000000004,37.46,Gift Card,6.2
2023-09-12,12:34:07,B,Chicago,Midwest,Home & Kitchen,Normal,In-store,9,206.98,0.21,1471.6278,405.32,Debit Card,9.6
2024-04-28,16:19:38,A,New York,East,Sports,Member,In-store,4,274.69,0.12,966.9088,159.14,Gift Card,9.5
